customer_id,gender,age,gender_encoded,vehicle_type,vehicle_type_encoded,registration_date,last_service_date,avg_service_interval_days,total_services,monthly_spend_inr,city,customer_tenure_days,churned,churn_date,tenure_months,days_since_last_service,service_frequency,spend_per_service
CUST00362,Male,33,1,Two-wheeler,0,2017-11-04,2021-03-31,113,11,1235.99,Pune,1243,0,,41,92,0.26548666158809453,102.99916666666667
CUST00363,Male,26,1,Two-wheeler,0,2017-05-06,2021-04-15,160,9,1220.21,Pune,1440,0,,48,77,0.18749996093750812,122.021
CUST00364,Male,36,1,Two-wheeler,0,2016-05-10,2020-11-15,165,10,1783.42,Pune,1650,1,2021-05-29,55,228,0.18181814876033658,162.1290909090909
CUST00365,Female,63,0,Four-wheeler,1,2017-08-10,2021-04-13,122,11,3589.51,Pune,1342,0,,44,79,0.24590158437371434,299.12583333333333
CUST00366,Male,39,1,Four-wheeler,1,2016-03-21,2021-06-07,68,28,3420.81,Pune,1904,0,,63,24,0.44117640107514683,117.95896551724138
CUST00367,Female,55,0,Four-wheeler,1,2019-03-21,2021-06-27,57,15,3060.7,Pune,829,0,,27,4,0.5428224814876424,191.29375
CUST00368,Female,28,0,Two-wheeler,0,2019-03-03,2020-12-12,130,5,1432.44,Pune,650,1,2021-04-28,21,201,0.2307691242604042,238.74
CUST00369,Male,57,1,Two-wheeler,0,2016-12-02,2021-06-09,55,30,1604.25,Pune,1650,0,,55,22,0.5454544462810097,51.75
CUST00370,Male,41,1,Four-wheeler,1,2016-04-11,2021-05-27,156,12,3619.46,Pune,1872,0,,62,35,0.19230766148915682,278.42
CUST00371,Male,21,1,Two-wheeler,0,2019-07-02,2020-10-12,117,4,1564.35,Pune,468,1,2020-12-05,15,262,0.2564100920448128,312.87
CUST00372,Male,43,1,Two-wheeler,0,2018-08-27,2021-04-28,75,13,1130.96,Pune,975,0,,32,64,0.39999987692311473,80.78285714285714
CUST00373,Male,27,1,Two-wheeler,0,2019-02-11,2021-03-02,125,6,538.73,Pune,750,1,2021-06-25,25,121,0.2399999040000384,76.96142857142857
CUST00374,Male,30,1,Four-wheeler,1,2020-11-04,2021-04-09,39,4,4219.85,Pune,156,0,,5,83,0.7692292899436732,843.97
CUST00375,Male,32,1,Two-wheeler,0,2017-08-02,2021-06-15,157,9,976.15,Pune,1413,1,2021-06-19,47,16,0.19108276197818216,97.615
CUST00376,Male,36,1,Two-wheeler,0,2016-12-20,2020-10-30,141,10,714.02,Pune,1410,1,2020-12-24,47,244,0.2127659121774655,64.91090909090909
CUST00377,Female,27,0,Four-wheeler,1,2019-06-18,2021-03-02,89,7,3552.21,Pune,623,0,,20,121,0.3370784893683037,444.02625
CUST00378,Male,40,1,Two-wheeler,0,2018-09-11,2021-04-14,86,11,816.59,Pune,946,0,,31,78,0.34883709867745283,68.04916666666666
CUST00379,Female,37,0,Two-wheeler,0,2021-04-17,2021-06-09,135,1,1178.08,Pune,53,0,,1,22,0.5660345318800082,589.04
CUST00380,Male,49,1,Two-wheeler,0,2017-01-25,2020-10-16,170,8,1719.54,Pune,1360,1,2020-11-06,45,258,0.17647054930796705,191.06
CUST00381,Male,37,1,Two-wheeler,0,2019-07-02,2021-06-23,118,8,2209.07,Pune,722,0,,24,8,0.33240983417873926,245.45222222222225
CUST00382,Male,50,1,Four-wheeler,1,2020-03-05,2021-06-16,174,3,3655.0,Pune,468,0,,15,15,0.1923075690336096,913.75
CUST00383,Male,57,1,Two-wheeler,0,2019-01-16,2021-06-24,135,7,1324.34,Pune,890,1,2021-06-27,29,7,0.23595497664438989,165.5425
CUST00384,Female,51,0,Two-wheeler,0,2019-07-10,2021-03-31,42,15,1479.43,Pune,630,0,,21,92,0.7142853741498219,92.464375
CUST00385,Female,30,0,Four-wheeler,1,2018-06-28,2021-06-18,110,10,2776.57,Pune,1086,0,,36,13,0.27624301761242603,252.41545454545457
CUST00386,Female,64,0,Four-wheeler,1,2021-03-03,2021-06-16,105,1,3319.7,Pune,105,0,,3,15,0.28571346939008746,1659.85
CUST00387,Male,44,1,Four-wheeler,1,2018-08-04,2021-05-05,67,15,3320.09,Pune,1005,0,,33,57,0.4477610603698327,207.505625
CUST00388,Male,52,1,Two-wheeler,0,2017-10-10,2021-06-13,77,18,1561.33,Pune,1342,0,,44,18,0.40238441079335074,82.17526315789473
CUST00389,Female,57,0,Two-wheeler,0,2018-07-23,2020-12-04,173,5,2276.88,Pune,865,1,2021-05-10,28,209,0.17341034448196146,379.48
CUST00390,Female,60,0,Four-wheeler,1,2016-01-28,2020-08-06,118,14,2725.28,Pune,1652,1,2020-12-05,55,329,0.2542372419666025,181.68533333333335
CUST00391,Female,27,0,Four-wheeler,1,2016-10-27,2021-04-22,91,18,3336.93,Pune,1638,0,,54,70,0.32967026929115945,175.6278947368421
CUST00392,Male,30,1,Two-wheeler,0,2016-07-02,2021-06-06,106,18,766.6,Pune,1800,0,,60,25,0.29999995000000834,40.347368421052636
CUST00393,Male,41,1,Two-wheeler,0,2018-07-10,2021-02-16,119,8,1298.65,Pune,952,1,2021-06-28,31,135,0.25210076089261735,144.29444444444445
CUST00394,Female,43,0,Two-wheeler,0,2019-09-12,2021-06-23,68,10,1154.16,Pune,650,0,,21,8,0.4615382485208084,104.92363636363638
CUST00395,Male,60,1,Four-wheeler,1,2019-12-17,2021-04-16,54,9,2902.26,Pune,486,0,,16,76,0.5555552126202392,290.226
CUST00396,Female,36,0,Two-wheeler,0,2017-09-11,2021-06-03,149,10,1865.24,Pune,1361,0,,45,28,0.2204261086496454,169.56727272727272
CUST00397,Female,31,0,Two-wheeler,0,2019-05-20,2021-03-06,82,8,1602.26,Pune,656,0,,21,117,0.36585349122553756,178.0288888888889
CUST00398,Male,51,1,Two-wheeler,0,2020-11-05,2021-05-03,179,1,1818.34,Pune,179,0,,5,59,0.1675974844734897,909.17
CUST00399,Female,34,0,Four-wheeler,1,2019-02-18,2020-11-04,125,5,3287.34,Pune,625,1,2021-06-22,20,239,0.23999988480005532,547.89
CUST00400,Female,35,0,Four-wheeler,1,2019-04-13,2021-06-14,61,13,3471.71,Pune,793,0,,26,17,0.4918030926343912,247.9792857142857
CUST00401,Male,41,1,Two-wheeler,0,2019-08-22,2021-06-02,128,6,2137.86,Pune,650,0,,21,29,0.276922949112485,305.40857142857146
CUST00402,Female,47,0,Four-wheeler,1,2016-10-30,2021-02-14,98,16,3498.91,Pune,1568,0,,52,137,0.3061223904102569,205.81823529411764
CUST00403,Male,39,1,Four-wheeler,1,2017-03-24,2021-03-21,81,18,3823.18,Pune,1458,0,,48,102,0.3703702941624909,201.22
CUST00404,Female,52,0,Two-wheeler,0,2017-02-09,2021-06-10,113,14,1253.02,Pune,1582,1,2021-06-12,52,21,0.2654866753185824,83.53466666666667
CUST00405,Male,29,1,Two-wheeler,0,2017-01-27,2021-05-06,156,10,1786.41,Pune,1560,0,,52,56,0.19230765532545088,162.4009090909091
CUST00406,Female,59,0,Two-wheeler,0,2016-06-25,2021-06-12,49,37,1280.43,Pune,1813,0,,60,19,0.6122447966500613,33.69552631578947
CUST00407,Male,51,1,Four-wheeler,1,2016-05-23,2021-03-18,110,16,2741.43,Pune,1760,0,,58,105,0.2727272262396773,161.2605882352941
CUST00408,Male,52,1,Two-wheeler,0,2017-08-25,2020-06-22,172,6,1496.97,Pune,1032,0,,34,374,0.17441855394809477,213.85285714285715
CUST00409,Female,21,0,Four-wheeler,1,2020-06-30,2021-04-02,46,6,3311.88,Pune,276,0,,9,90,0.6521732041595608,473.1257142857143
CUST00410,Male,52,1,Four-wheeler,1,2020-09-06,2021-01-22,138,1,2850.09,Pune,138,1,2021-05-13,4,160,0.21739083175906143,1425.045
CUST00411,Male,52,1,Two-wheeler,0,2019-04-14,2021-04-11,52,14,1576.6,Pune,728,1,2021-04-16,24,81,0.5769228391801487,105.10666666666665
CUST00412,Female,60,0,Four-wheeler,1,2020-12-19,2021-05-08,140,1,3142.59,Pune,140,1,2021-06-22,4,54,0.2142852551030248,1571.295
CUST00413,Female,32,0,Two-wheeler,0,2018-03-06,2021-03-02,42,26,2737.06,Pune,1092,0,,36,121,0.7142855180534291,101.3725925925926
CUST00414,Male,49,1,Two-wheeler,0,2021-04-22,2021-06-06,45,1,914.22,Pune,45,1,2021-06-21,1,25,0.6666622222518517,457.11
CUST00415,Male,52,1,Four-wheeler,1,2020-05-16,2020-10-11,148,1,3014.83,Pune,148,0,,4,263,0.20270229181967875,1507.415
CUST00416,Male,32,1,Four-wheeler,1,2021-02-04,2021-06-24,174,1,3847.82,Pune,140,0,,4,7,0.2142852551030248,1923.91
CUST00417,Male,45,1,Two-wheeler,0,2020-04-06,2021-05-31,42,10,1446.79,Pune,420,0,,14,31,0.7142852040819971,131.52636363636364
CUST00418,Male,41,1,Four-wheeler,1,2018-09-28,2021-06-13,123,9,3839.68,Pune,989,1,2021-06-28,32,18,0.2730029505552222,383.96799999999996
CUST00419,Male,58,1,Four-wheeler,1,2017-06-19,2021-06-15,42,36,3652.16,Pune,1457,0,,48,16,0.7412489894477028,98.70702702702702
CUST00420,Female,21,0,Two-wheeler,0,2019-06-25,2021-06-14,84,9,1267.08,Pune,720,0,,24,17,0.3749998437500651,126.708
CUST00421,Female,57,0,Four-wheeler,1,2016-04-12,2021-01-16,145,12,2948.36,Pune,1740,0,,58,166,0.2068965160523248,226.7969230769231
CUST00422,Female,58,0,Two-wheeler,0,2020-10-01,2021-06-10,137,4,1928.43,Pune,252,1,2021-06-14,8,21,0.47618990929772703,385.68600000000004
CUST00423,Male,45,1,Two-wheeler,0,2016-06-19,2021-03-12,157,11,984.62,Pune,1727,1,2021-06-20,57,111,0.1910827693544697,82.05166666666666
CUST00424,Male,34,1,Two-wheeler,0,2016-10-29,2021-04-06,81,20,1723.56,Pune,1620,1,2021-04-12,54,86,0.3703703017832774,82.07428571428571
CUST00425,Male,53,1,Four-wheeler,1,2019-07-05,2021-04-29,166,4,3867.6,Pune,664,1,2021-06-19,22,63,0.18072280991439313,773.52
CUST00426,Male,61,1,Four-wheeler,1,2020-07-12,2021-05-20,104,3,3449.23,Pune,312,1,2021-06-13,10,42,0.28846126109494125,862.3075
CUST00427,Male,63,1,Two-wheeler,0,2019-05-20,2021-02-13,127,5,1378.34,Pune,635,0,,21,138,0.23622036084077438,229.72333333333333
CUST00428,Female,59,0,Two-wheeler,0,2016-12-13,2020-08-26,169,8,1106.51,Pune,1352,1,2021-05-30,45,309,0.17751475351003987,122.94555555555556
CUST00429,Male,30,1,Four-wheeler,1,2019-04-01,2021-01-20,165,4,3685.1,Pune,660,0,,22,162,0.1818180991735913,737.02
CUST00430,Male,22,1,Two-wheeler,0,2020-09-19,2021-03-26,94,2,300.0,Pune,188,1,2021-04-24,6,97,0.3191484268908082,100.0
CUST00431,Male,25,1,Four-wheeler,1,2018-09-13,2021-04-22,136,7,3786.29,Pune,952,0,,31,70,0.22058816578104018,473.28625
CUST00432,Female,28,0,Four-wheeler,1,2016-02-25,2021-06-24,168,12,3547.79,Pune,1946,0,,64,7,0.18499483273460957,272.9069230769231
CUST00433,Male,25,1,Two-wheeler,0,2019-04-17,2020-12-27,124,5,1410.87,Pune,620,0,,20,186,0.24193536680546768,235.14499999999998
CUST00434,Male,28,1,Four-wheeler,1,2019-10-25,2021-06-23,114,6,3596.92,Pune,607,1,2021-06-24,20,8,0.29654021587798224,513.8457142857143
CUST00435,Male,58,1,Two-wheeler,0,2018-11-28,2021-03-27,85,10,950.58,Pune,850,0,,28,96,0.35294105190315817,86.41636363636364
CUST00436,Female,50,0,Four-wheeler,1,2016-12-25,2021-04-20,83,19,2534.8,Pune,1577,0,,52,72,0.36144571437304096,126.74000000000001
CUST00437,Male,51,1,Four-wheeler,1,2019-08-07,2021-03-05,144,4,3687.43,Pune,576,1,2021-06-11,19,118,0.20833322482644542,737.486
CUST00438,Female,60,0,Four-wheeler,1,2020-08-16,2021-05-31,144,2,4026.62,Pune,288,0,,9,31,0.20833311631967052,1342.2066666666667
CUST00439,Female,31,0,Two-wheeler,0,2016-01-29,2021-05-14,92,21,804.24,Pune,1932,0,,64,48,0.32608690588712635,36.556363636363635
CUST00440,Male,27,1,Four-wheeler,1,2020-07-25,2021-06-12,46,7,3079.01,Pune,322,0,,10,19,0.6521733054285975,384.87625
CUST00441,Male,27,1,Two-wheeler,0,2019-06-29,2021-04-24,35,19,1800.93,Pune,665,1,2021-05-29,22,68,0.8571424704620434,90.04650000000001
CUST00442,Female,47,0,Two-wheeler,0,2020-07-02,2021-06-08,67,6,1643.56,Pune,341,1,2021-06-21,11,23,0.5278587731447744,234.7942857142857
CUST00443,Male,39,1,Two-wheeler,0,2019-01-14,2021-05-21,66,13,2685.24,Pune,858,0,,28,41,0.45454529561353296,191.80285714285714
CUST00444,Male,26,1,Two-wheeler,0,2018-04-08,2021-06-03,72,16,1930.26,Pune,1152,0,,38,28,0.41666655815975046,113.54470588235294
CUST00445,Female,30,0,Two-wheeler,0,2020-03-26,2021-06-14,87,7,1834.17,Pune,445,0,,14,17,0.47190979421811624,229.27125
CUST00446,Female,39,0,Four-wheeler,1,2016-09-18,2021-02-12,134,12,3194.48,Pune,1608,0,,53,139,0.22388055524616504,245.72923076923078
CUST00447,Female,35,0,Four-wheeler,1,2019-09-30,2020-12-21,112,4,3709.92,Pune,448,1,2021-03-01,14,192,0.2678569634886405,741.984
CUST00448,Female,23,0,Two-wheeler,0,2020-06-21,2020-11-01,133,1,2098.17,Pune,133,0,,4,242,0.22556340098480981,1049.085
CUST00449,Male,25,1,Four-wheeler,1,2018-02-20,2021-04-05,57,20,3434.24,Pune,1140,0,,38,87,0.5263156509695655,163.53523809523807
CUST00450,Male,41,1,Two-wheeler,0,2017-05-23,2021-03-03,69,20,1453.11,Pune,1380,1,2021-04-05,46,120,0.4347825141777143,69.19571428571427
CUST00451,Female,45,0,Four-wheeler,1,2020-01-06,2021-05-24,126,4,3556.54,Pune,504,0,,16,38,0.23809509637196644,711.308
CUST00452,Male,22,1,Four-wheeler,1,2019-04-17,2021-02-09,166,4,3234.2,Pune,664,0,,22,142,0.18072280991439313,646.8399999999999
CUST00453,Male,60,1,Two-wheeler,0,2017-02-06,2021-04-26,140,11,1607.59,Pune,1540,0,,51,66,0.21428567254175207,133.96583333333334
CUST00454,Female,61,0,Four-wheeler,1,2020-03-16,2021-01-06,148,2,3597.59,Pune,296,0,,9,176,0.2027024972609825,1199.1966666666667
CUST00455,Male,33,1,Two-wheeler,0,2018-09-27,2021-06-28,171,6,2091.99,Pune,1005,0,,33,3,0.17910442414793307,298.85571428571427
CUST00456,Male,30,1,Two-wheeler,0,2021-04-30,2021-06-21,147,1,1424.24,Pune,52,0,,1,10,0.5769197485399122,712.12
CUST00457,Male,37,1,Four-wheeler,1,2021-05-29,2021-06-21,102,1,3769.89,Pune,23,1,2021-06-30,0,10,1.3043308130763511,1884.945
CUST00458,Male,31,1,Two-wheeler,0,2019-01-22,2021-06-07,96,10,1436.17,Pune,867,0,,28,24,0.346020641515349,130.5609090909091
CUST00459,Male,42,1,Two-wheeler,0,2016-11-13,2021-06-06,34,49,1755.9,Pune,1666,0,,55,25,0.8823527822894149,35.118
CUST00460,Male,31,1,Two-wheeler,0,2017-07-25,2021-06-10,134,12,1399.98,Pune,1416,0,,47,21,0.25423723427177236,107.69076923076923
CUST00461,Male,32,1,Four-wheeler,1,2018-08-14,2021-01-06,73,12,3729.39,Pune,876,0,,29,176,0.41095876337028653,286.87615384615384
CUST00462,Male,44,1,Two-wheeler,0,2016-07-19,2020-12-17,124,13,1791.29,Pune,1612,0,,53,196,0.241935438845762,127.94928571428571
CUST00463,Female,64,0,Two-wheeler,0,2017-07-18,2020-12-12,113,11,1073.34,Pune,1243,0,,41,201,0.26548666158809453,89.445
CUST00464,Male,38,1,Four-wheeler,1,2016-03-04,2021-06-30,141,14,3940.95,Pune,1944,1,2021-06-22,64,1,0.2160493493751004,262.72999999999996
CUST00465,Female,55,0,Four-wheeler,1,2020-03-24,2021-06-10,118,4,3433.41,Pune,443,1,2021-06-22,14,21,0.2708801777335139,686.682
CUST00466,Male,64,1,Two-wheeler,0,2018-06-21,2021-04-03,113,9,1312.08,Pune,1017,1,2021-06-23,33,89,0.26548664734907157,131.208
CUST00467,Male,27,1,Two-wheeler,0,2021-04-19,2021-06-30,145,1,1216.0,Pune,72,0,,2,1,0.4166649305627893,608.0
CUST00468,Female,48,0,Two-wheeler,0,2016-11-24,2021-04-07,145,11,1619.28,Pune,1595,0,,53,85,0.20689651280943333,134.94
CUST00469,Male,51,1,Two-wheeler,0,2018-02-11,2021-06-01,67,18,1498.15,Pune,1206,1,2021-06-18,40,30,0.4477610826464968,78.85000000000001
CUST00470,Female,63,0,Two-wheeler,0,2018-09-29,2021-05-29,139,7,1648.32,Pune,973,0,,32,33,0.2158272715846028,206.04
CUST00471,Male,37,1,Four-wheeler,1,2020-03-05,2021-06-05,75,7,3656.09,Pune,457,0,,15,26,0.45951829790921367,457.01125
CUST00472,Female,25,0,Four-wheeler,1,2017-02-03,2021-06-25,162,11,3743.43,Pune,1603,1,2021-06-26,53,6,0.20586396646338745,311.9525
CUST00473,Male,37,1,Four-wheeler,1,2019-05-27,2021-05-06,142,5,4610.51,Pune,710,0,,23,56,0.21126751636583815,768.4183333333334
CUST00474,Female,38,0,Two-wheeler,0,2017-04-24,2021-03-18,178,8,1515.88,Pune,1424,0,,47,105,0.16853929033582365,168.43111111111114
CUST00475,Male,41,1,Four-wheeler,1,2019-05-14,2021-06-13,133,6,3206.17,Pune,761,0,,25,18,0.23653078717577378,458.0242857142857
CUST00476,Female,56,0,Two-wheeler,0,2020-01-07,2021-05-22,167,3,692.07,Pune,501,1,2021-06-22,16,40,0.17964061099364612,173.0175
CUST00477,Male,51,1,Four-wheeler,1,2020-09-06,2021-06-05,118,3,3021.87,Pune,272,0,,9,26,0.3308819879978074,755.4675
CUST00478,Male,60,1,Four-wheeler,1,2020-10-26,2021-04-12,84,2,3994.14,Pune,168,1,2021-06-21,5,80,0.357142219388894,1331.3799999999999
CUST00479,Female,22,0,Two-wheeler,0,2020-07-16,2021-06-03,66,6,1787.97,Pune,322,0,,10,28,0.5590056903673692,255.42428571428573
CUST00480,Male,47,1,Four-wheeler,1,2020-08-11,2021-06-27,80,4,2960.01,Pune,320,0,,10,4,0.3749996484378296,592.0020000000001
CUST00481,Male,29,1,Two-wheeler,0,2017-05-04,2021-05-18,59,25,2485.68,Pune,1475,0,,49,44,0.5084744728526496,95.60307692307691
CUST00482,Male,54,1,Four-wheeler,1,2019-09-21,2021-05-08,119,5,3630.71,Pune,595,1,2021-05-28,19,54,0.25210071322653116,605.1183333333333
CUST00483,Male,48,1,Two-wheeler,0,2018-04-17,2021-06-02,152,8,1684.13,Pune,1142,0,,38,29,0.21015756300589408,187.12555555555556
CUST00484,Male,34,1,Two-wheeler,0,2021-03-09,2021-06-22,151,2,2397.69,Pune,105,0,,3,9,0.5714269387801749,799.23
CUST00485,Male,52,1,Four-wheeler,1,2021-05-08,2021-06-16,132,1,4195.78,Pune,39,1,2021-06-18,1,15,0.7692248521165221,2097.89
CUST00486,Female,26,0,Two-wheeler,0,2017-04-20,2021-06-11,60,26,1812.45,Pune,1513,1,2021-06-28,50,20,0.5155319532983569,67.12777777777778
CUST00487,Male,31,1,Four-wheeler,1,2020-04-29,2021-04-18,118,3,3831.69,Pune,354,1,2021-06-29,11,74,0.2542370726804469,957.9225
CUST00488,Male,49,1,Two-wheeler,0,2020-04-03,2021-06-26,69,8,1869.11,Pune,449,0,,14,5,0.534520800988329,207.67888888888888
CUST00489,Female,40,0,Four-wheeler,1,2018-01-25,2020-10-01,140,7,3403.61,Pune,980,1,2021-05-10,32,273,0.2142856486880667,425.45125
CUST00490,Female,50,0,Four-wheeler,1,2018-02-11,2021-06-16,178,7,3614.72,Pune,1221,0,,40,15,0.17199012973215483,451.84
CUST00491,Male,43,1,Two-wheeler,0,2017-09-27,2021-02-02,51,24,1729.73,Pune,1224,0,,40,149,0.5882351499423653,69.1892
CUST00492,Male,39,1,Two-wheeler,0,2021-03-06,2021-05-19,37,2,1449.29,Pune,74,0,,2,43,0.810807523753282,483.09666666666664
CUST00493,Male,56,1,Two-wheeler,0,2019-04-22,2021-04-27,46,16,1113.83,Pune,736,0,,24,65,0.6521736472118286,65.51941176470588
CUST00494,Male,23,1,Two-wheeler,0,2021-01-11,2021-06-25,174,1,1393.55,Pune,165,1,2021-06-29,5,6,0.18181785124027047,696.775
CUST00495,Male,47,1,Two-wheeler,0,2019-10-28,2021-06-28,110,6,1104.83,Pune,609,0,,20,3,0.2955663568638636,157.83285714285714
CUST00496,Male,63,1,Four-wheeler,1,2020-08-01,2021-05-06,139,2,3525.75,Pune,278,0,,9,56,0.2158271052225483,1175.25
CUST00497,Male,39,1,Four-wheeler,1,2016-05-29,2021-06-09,43,44,2787.82,Pune,1837,0,,61,22,0.7185627569031969,61.95155555555556
CUST00498,Male,43,1,Four-wheeler,1,2017-01-23,2021-05-10,56,28,3636.42,Pune,1568,0,,52,52,0.5357141832179496,125.39379310344827
CUST00499,Female,51,0,Four-wheeler,1,2016-12-15,2021-03-18,42,37,2847.49,Pune,1554,0,,51,105,0.7142855763927458,74.93394736842104
CUST00500,Female,60,0,Four-wheeler,1,2017-11-21,2021-04-20,89,14,3338.61,Pune,1246,0,,41,72,0.33707857052682894,222.574
CUST00501,Male,55,1,Four-wheeler,1,2016-09-30,2021-06-11,35,49,3701.64,Pune,1715,0,,57,20,0.8571427072053573,74.0328
CUST00502,Male,53,1,Two-wheeler,0,2017-09-29,2021-06-16,55,25,1816.46,Pune,1356,1,2021-06-23,45,15,0.5530972227661011,69.86384615384615
CUST00503,Male,55,1,Four-wheeler,1,2017-06-21,2021-05-19,34,42,3768.94,Pune,1428,0,,47,43,0.8823527558082445,87.64976744186046
CUST00504,Female,21,0,Four-wheeler,1,2018-07-03,2021-02-25,88,11,3627.89,Pune,968,0,,32,126,0.34090898525547975,302.32416666666666
CUST00505,Male,34,1,Two-wheeler,0,2017-08-13,2021-06-13,175,8,1052.29,Pune,1400,1,2021-06-18,46,18,0.17142853469388541,116.9211111111111
CUST00506,Male,53,1,Two-wheeler,0,2019-03-17,2021-05-23,42,19,1892.24,Pune,798,0,,26,39,0.7142854457573512,94.612
CUST00507,Female,55,0,Two-wheeler,0,2017-02-04,2020-09-08,164,8,1061.44,Pune,1312,1,2021-05-10,43,296,0.18292678744052115,117.93777777777778
CUST00508,Female,25,0,Two-wheeler,0,2018-08-12,2021-05-16,48,21,1937.83,Pune,1008,1,2021-05-26,33,46,0.6249998139881505,88.08318181818181
CUST00509,Female,58,0,Four-wheeler,1,2019-01-23,2021-04-30,92,9,3751.08,Pune,828,1,2021-05-01,27,62,0.3260868383743339,375.108
CUST00510,Female,61,0,Two-wheeler,0,2020-12-15,2021-06-28,110,2,2043.56,Pune,195,0,,6,3,0.30769183432025493,681.1866666666666
CUST00511,Male,31,1,Two-wheeler,0,2018-04-18,2021-06-05,176,7,1509.95,Pune,1144,0,,38,26,0.18356638542839543,188.74375
CUST00512,Male,22,1,Four-wheeler,1,2019-12-19,2021-03-01,73,6,3172.49,Pune,438,0,,14,122,0.4109586226310804,453.2128571428571
CUST00513,Female,64,0,Two-wheeler,0,2019-04-17,2021-02-10,133,5,982.94,Pune,665,0,,22,141,0.2255638080163272,163.82333333333335
CUST00514,Female,37,0,Two-wheeler,0,2016-02-16,2020-10-12,100,17,1027.37,Pune,1700,0,,56,262,0.29999994705883287,57.0761111111111
CUST00515,Male,59,1,Two-wheeler,0,2018-09-28,2021-05-07,136,7,845.29,Pune,952,0,,31,55,0.22058816578104018,105.66125
CUST00516,Male,40,1,Four-wheeler,1,2016-10-25,2021-06-21,170,10,3876.8,Pune,1700,0,,56,10,0.1764705570934311,352.43636363636364
CUST00517,Male,34,1,Four-wheeler,1,2016-12-08,2020-12-26,87,17,3926.97,Pune,1479,0,,49,187,0.34482751626216707,218.165
CUST00518,Female,52,0,Two-wheeler,0,2016-06-03,2021-06-20,97,19,1721.48,Pune,1843,0,,61,11,0.3092783001717363,86.074
CUST00519,Female,54,0,Four-wheeler,1,2020-08-21,2021-05-24,69,4,3486.78,Pune,276,1,2021-06-11,9,38,0.43478213610637384,697.356
CUST00520,Male,45,1,Two-wheeler,0,2018-05-13,2021-01-03,161,6,2324.38,Pune,966,1,2021-05-10,32,179,0.1863353458585882,332.05428571428575
CUST00521,Male,27,1,Four-wheeler,1,2019-01-31,2020-09-17,119,5,3460.74,Pune,595,1,2021-05-07,19,287,0.25210071322653116,576.79
CUST00522,Male,55,1,Four-wheeler,1,2018-05-19,2021-06-05,53,21,3588.37,Pune,1113,0,,37,26,0.5660375832782794,163.10772727272726
CUST00523,Female,49,0,Four-wheeler,1,2019-10-23,2021-06-30,44,14,3480.86,Pune,616,0,,20,1,0.6818178497640341,232.05733333333333
CUST00524,Female,42,0,Two-wheeler,0,2016-07-16,2021-01-15,137,12,1364.68,Pune,1644,0,,54,167,0.2189780622302806,104.97538461538463
CUST00525,Female,61,0,Four-wheeler,1,2016-12-24,2020-07-12,144,9,3752.39,Pune,1296,1,2021-04-27,43,354,0.20833328510803584,375.239
CUST00526,Male,63,1,Four-wheeler,1,2019-12-16,2021-04-01,59,8,3246.6,Pune,472,0,,15,91,0.5084742530883986,360.73333333333335
CUST00527,Male,33,1,Two-wheeler,0,2018-03-17,2020-08-08,175,5,1219.77,Pune,875,0,,29,327,0.17142851265308137,203.295
CUST00528,Male,33,1,Four-wheeler,1,2019-10-07,2020-03-10,155,1,3772.59,Pune,155,1,2020-11-06,5,478,0.19354801248771777,1886.295
CUST00529,Male,21,1,Two-wheeler,0,2017-06-24,2021-06-17,123,13,1300.96,Pune,1454,0,,48,14,0.26822552925195403,92.92571428571429
CUST00530,Female,56,0,Four-wheeler,1,2020-10-19,2021-06-27,137,2,3553.39,Pune,251,0,,8,4,0.23904353899178607,1184.4633333333334
CUST00531,Female,24,0,Two-wheeler,0,2016-11-25,2021-03-30,122,13,1363.47,Pune,1586,0,,52,93,0.24590159283072013,97.39071428571428
CUST00532,Female,57,0,Four-wheeler,1,2019-03-24,2021-06-16,175,5,3495.38,Pune,815,0,,27,15,0.18404901200649865,582.5633333333334
CUST00533,Female,64,0,Two-wheeler,0,2020-03-01,2020-07-30,151,1,1230.68,Pune,151,0,,5,336,0.1986751019699961,615.34
CUST00534,Male,60,1,Two-wheeler,0,2016-10-07,2021-06-18,35,49,1243.76,Pune,1715,0,,57,13,0.8571427072053573,24.8752
CUST00535,Female,33,0,Two-wheeler,0,2017-01-18,2021-04-18,141,11,1172.11,Pune,1551,1,2021-05-03,51,74,0.21276591629285949,97.67583333333333
CUST00536,Female,58,0,Two-wheeler,0,2017-09-16,2021-06-20,135,11,1837.33,Pune,1373,0,,45,11,0.24034954690104582,153.11083333333332
CUST00537,Female,44,0,Two-wheeler,0,2019-02-20,2021-06-26,72,13,1568.75,Pune,857,1,2021-06-28,28,5,0.4550756866712882,112.05357142857143
CUST00538,Male,39,1,Two-wheeler,0,2021-03-16,2021-05-19,64,1,1867.42,Pune,64,0,,2,43,0.46874780274467465,933.71
CUST00539,Male,21,1,Two-wheeler,0,2020-08-02,2021-06-04,51,6,1910.15,Pune,306,0,,10,27,0.5882347174169438,272.87857142857143
CUST00540,Male,58,1,Two-wheeler,0,2016-01-05,2021-05-18,40,49,1316.03,Pune,1960,0,,65,44,0.7499998852040992,26.3206
CUST00541,Female,25,0,Two-wheeler,0,2018-09-25,2021-04-10,32,29,1852.63,Pune,928,0,,30,82,0.9374996969289773,61.754333333333335
